source_label,target_label,weight,type,relationship_type,source,target
"Clarke, Augustus W.","Fletcher, Isaac D.",1,undirected,social club,5,8
"Clarke, Thomas B.","Fletcher, Isaac D.",1,undirected,social club,55,8
"Closson, James T.","Fletcher, Isaac D.",1,undirected,social club,56,8
"Clyde, William P.","Fletcher, Isaac D.",1,undirected,social club,57,8
"Cochran, Thomas","Fletcher, Isaac D.",1,undirected,social club,58,8
"Coffin, Charles Albert","Fletcher, Isaac D.",1,undirected,social club,59,8
"Connor, Washington Everett","Fletcher, Isaac D.",2,undirected,social club,6,8
"Cook, Henry H.","Fletcher, Isaac D.",1,undirected,social club,60,8
"Crocker, Charles","Fletcher, Isaac D.",1,undirected,social club,61,8
"Curtis, George N.","Fletcher, Isaac D.",1,undirected,social club,62,8
"Curtis, William John","Fletcher, Isaac D.",1,undirected,social club,63,8
"Davenport, Ira","Fletcher, Isaac D.",1,undirected,social club,64,8
"Davis, Theodore M.","Fletcher, Isaac D.",1,undirected,social club,65,8
"De Lima, David A.","Fletcher, Isaac D.",1,undirected,social club,7,8
"Dick, Harris Brisbane","Fletcher, Isaac D.",1,undirected,social club,66,8
"Dun, Robert Graham","Fletcher, Isaac D.",1,undirected,social club,67,8
"Ellsworth, James W.","Fletcher, Isaac D.",1,undirected,social club,68,8
"Fahnestock, Harris Charles","Fletcher, Isaac D.",1,undirected,social club,69,8
"Field, Marshall","Fletcher, Isaac D.",1,undirected,social club,70,8
"Fiske, Josiah M.","Fletcher, Isaac D.",1,undirected,social club,71,8
"Flagler, Henry Morrison","Fletcher, Isaac D.",1,undirected,social club,72,8
"Flower, Frederick, S.","Fletcher, Isaac D.",1,undirected,social club,9,8
"Foos, Lamar","Fletcher, Isaac D.",1,undirected,social club,73,8
"Frick, Henry Clay (NY)","Fletcher, Isaac D.",1,undirected,social club,74,8
"Fry, John Hemming","Fletcher, Isaac D.",1,undirected,social club,10,8
"Fuller, William H.","Fletcher, Isaac D.",1,undirected,social club,75,8
"Gardiner, George Schuyler","Fletcher, Isaac D.",1,undirected,social club,11,8
"Gould, Frank Jay","Fletcher, Isaac D.",1,undirected,social club,76,8
"Graham, Malcolm","Fletcher, Isaac D.",1,undirected,social club,77,8
"Gunsaulus, Dr. Frank W.","Fletcher, Isaac D.",1,undirected,social club,140,8
"Harbeck, Charles T.","Fletcher, Isaac D.",1,undirected,social club,78,8
"Harding, J. Horace","Fletcher, Isaac D.",1,undirected,social club,79,8
"Harper, Fletcher, Jr.","Fletcher, Isaac D.",1,undirected,social club,80,8
"Harper, Joseph Abner","Fletcher, Isaac D.",1,undirected,social club,81,8
"Harrison, Hugh H.","Fletcher, Isaac D.",1,undirected,social club,12,8
"Hartley, Marcellus","Fletcher, Isaac D.",1,undirected,social club,82,8
"Hearn, George A.","Fletcher, Isaac D.",1,undirected,social club,13,8
"Hearst, William Randolph","Fletcher, Isaac D.",1,undirected,social club,14,8
"Heye, Dr. George G.","Fletcher, Isaac D.",1,undirected,social club,15,8
"Hill, James N.","Fletcher, Isaac D.",1,undirected,social club,83,8
"Hine, Francis L.","Fletcher, Isaac D.",1,undirected,social club,84,8
"Hoagland, Joseph Christoffel","Fletcher, Isaac D.",1,undirected,social club,85,8
"Holmes, John Grier","Fletcher, Isaac D.",1,undirected,social club,86,8
"Horton, Henry Lawrence","Fletcher, Isaac D.",1,undirected,social club,87,8
"Hotchkiss, Horace L.","Fletcher, Isaac D.",1,undirected,social club,88,8
"Hoyt, Charles Albert","Fletcher, Isaac D.",1,undirected,social club,89,8
"Humphreys, Dr. Alexander C.","Fletcher, Isaac D.",2,undirected,social club,16,8
"Huntington, Collis P.","Fletcher, Isaac D.",1,undirected,social club,90,8
"Huntington, Henry Edwards","Fletcher, Isaac D.",1,undirected,social club,91,8
"Hyde, Clarence M.","Fletcher, Isaac D.",1,undirected,social club,92,8
"Hyde, Henry Baldwin","Fletcher, Isaac D.",1,undirected,social club,93,8
"Inglis, James Smith","Fletcher, Isaac D.",1,undirected,social club,94,8
"Ives, Brayton C.","Fletcher, Isaac D.",1,undirected,social club,95,8
"Jackson, Edwin E.","Fletcher, Isaac D.",1,undirected,social club,96,8
"Jennings, Frederick Beach","Fletcher, Isaac D.",1,undirected,social club,97,8
"King, David H., Jr.","Fletcher, Isaac D.",1,undirected,social club,98,8
"Kirby, Thomas E.","Fletcher, Isaac D.",1,undirected,social club,99,8
"Lambert, Catholina","Fletcher, Isaac D.",2,undirected,social club,17,8
"Lawrence, Cyrus I.","Fletcher, Isaac D.",1,undirected,social club,100,8
"Lawrence, Frank R.","Fletcher, Isaac D.",1,undirected,social club,18,8
"Layton, Frederick","Fletcher, Isaac D.",1,undirected,social club,101,8
"Lehmaier, Louis A.","Fletcher, Isaac D.",1,undirected,social club,19,8
"Lehman, Arthur","Fletcher, Isaac D.",1,undirected,social club,20,8
"Leighton, George E.","Fletcher, Isaac D.",1,undirected,social club,102,8
"Mansfield, Burton","Fletcher, Isaac D.",1,undirected,social club,21,8
"Mather, Samuel","Fletcher, Isaac D.",1,undirected,social club,103,8
"McGarrah, G. W.","Fletcher, Isaac D.",1,undirected,social club,104,8
"Mellon, Andrew W.","Fletcher, Isaac D.",1,undirected,social club,105,8
"Merriam, William Rush","Fletcher, Isaac D.",1,undirected,social club,22,8
"Milbank, Jeremiah","Fletcher, Isaac D.",1,undirected,social club,106,8
"Milliken, Seth Mellen","Fletcher, Isaac D.",1,undirected,social club,107,8
"Mills, Darius Ogden","Fletcher, Isaac D.",1,undirected,social club,108,8
"Moore, William Henry","Fletcher, Isaac D.",1,undirected,social club,109,8
"Morgan, J. Pierpont","Fletcher, Isaac D.",1,undirected,social club,110,8
"Obrig, Adolf","Fletcher, Isaac D.",1,undirected,social club,23,8
"Oliver, George Tener","Fletcher, Isaac D.",1,undirected,social club,111,8
"Oliver, Henry W.","Fletcher, Isaac D.",1,undirected,social club,112,8
"Peavey, Frank Hutchinson","Fletcher, Isaac D.",1,undirected,social club,113,8
"Penfold, Edmund","Fletcher, Isaac D.",1,undirected,social club,114,8
"Peters, Samuel T.","Fletcher, Isaac D.",1,undirected,social club,115,8
"Raynor, James A.","Fletcher, Isaac D.",1,undirected,social club,116,8
"Reinhardt, Henry","Fletcher, Isaac D.",1,undirected,social club,24,8
"Reisinger, Hugo","Fletcher, Isaac D.",1,undirected,social club,25,8
"Riker, John Lawrence","Fletcher, Isaac D.",1,undirected,social club,117,8
"Roberts, Marshall O.","Fletcher, Isaac D.",1,undirected,social club,118,8
"Rockefeller, William Avery Jr.","Fletcher, Isaac D.",1,undirected,social club,119,8
"Roebling, Ferdinand W.","Fletcher, Isaac D.",1,undirected,social club,120,8
"Ruppert, Jacob","Fletcher, Isaac D.",1,undirected,social club,26,8
"Sabin, Charles H.","Fletcher, Isaac D.",1,undirected,social club,121,8
"Salter, Thomas P.","Fletcher, Isaac D.",1,undirected,social club,122,8
"Schwab, Charles M.","Fletcher, Isaac D.",1,undirected,social club,123,8
"Seligman, Henry","Fletcher, Isaac D.",1,undirected,social club,27,8
"Seligman, Isaac Newton","Fletcher, Isaac D.",1,undirected,social club,28,8
"Shepherd, James G.","Fletcher, Isaac D.",2,undirected,social club,29,8
"Sloane, William Douglas","Fletcher, Isaac D.",1,undirected,social club,124,8
"Smith, Charles Stewart","Fletcher, Isaac D.",1,undirected,social club,125,8
"Smith, Theodore E.","Fletcher, Isaac D.",1,undirected,social club,126,8
"Stanford, Leland","Fletcher, Isaac D.",1,undirected,social club,127,8
"Stern, Louis","Fletcher, Isaac D.",1,undirected,social club,30,8
"Stewart, Lispenard","Fletcher, Isaac D.",1,undirected,social club,128,8
"Stillman, James","Fletcher, Isaac D.",1,undirected,social club,129,8
"Stransky, Josef","Fletcher, Isaac D.",1,undirected,social club,31,8
"Tenney, Charles Henry","Fletcher, Isaac D.",2,undirected,social club,32,8
"Terry, John T.","Fletcher, Isaac D.",1,undirected,social club,130,8
"Thomas, Seth Edward","Fletcher, Isaac D.",1,undirected,social club,131,8
"Thorne, Samuel P.","Fletcher, Isaac D.",1,undirected,social club,132,8
"Tousey, Sinclair","Fletcher, Isaac D.",1,undirected,social club,133,8
"Tuckerman, Lucius","Fletcher, Isaac D.",1,undirected,social club,134,8
"Valentine, Lawson","Fletcher, Isaac D.",1,undirected,social club,135,8
"Valentine, P.A.","Fletcher, Isaac D.",2,undirected,social club,33,8
"Vanderbilt, Cornelius II","Fletcher, Isaac D.",1,undirected,social club,136,8
"Ward, Leslie Dodd","Fletcher, Isaac D.",1,undirected,social club,137,8
"Warren, John Hobart","Fletcher, Isaac D.",1,undirected,social club,138,8
"Widener, Peter A.B.","Fletcher, Isaac D.",1,undirected,social club,34,8
"Willets, Howard","Fletcher, Isaac D.",1,undirected,social club,139,8
"Woolworth, Frank Winfield","Fletcher, Isaac D.",2,undirected,social club,35,8
"Blumenthal, George","Flower, Frederick, S.",1,undirected,social club,1,9
"Brookfield, William","Flower, Frederick, S.",1,undirected,social club,2,9
"Burrage, Albert C.","Flower, Frederick, S.",1,undirected,social club,3,9
"Clark, William Andrews","Flower, Frederick, S.",1,undirected,social club,4,9
"Clarke, Augustus W.","Flower, Frederick, S.",1,undirected,social club,5,9
"Connor, Washington Everett","Flower, Frederick, S.",1,undirected,social club,6,9
"De Lima, David A.","Flower, Frederick, S.",1,undirected,social club,7,9
"Fletcher, Isaac D.","Flower, Frederick, S.",1,undirected,social club,8,9
"Fry, John Hemming","Flower, Frederick, S.",1,undirected,social club,10,9
"Gardiner, George Schuyler","Flower, Frederick, S.",1,undirected,social club,11,9
"Harrison, Hugh H.","Flower, Frederick, S.",1,undirected,social club,12,9
"Hearn, George A.","Flower, Frederick, S.",1,undirected,social club,13,9
"Hearst, William Randolph","Flower, Frederick, S.",1,undirected,social club,14,9
"Heye, Dr. George G.","Flower, Frederick, S.",1,undirected,social club,15,9
"Humphreys, Dr. Alexander C.","Flower, Frederick, S.",1,undirected,social club,16,9
"Lambert, Catholina","Flower, Frederick, S.",1,undirected,social club,17,9
"Lawrence, Frank R.","Flower, Frederick, S.",1,undirected,social club,18,9
"Lehmaier, Louis A.","Flower, Frederick, S.",1,undirected,social club,19,9
"Lehman, Arthur","Flower, Frederick, S.",1,undirected,social club,20,9
"Mansfield, Burton","Flower, Frederick, S.",1,undirected,social club,21,9
"Merriam, William Rush","Flower, Frederick, S.",1,undirected,social club,22,9
"Obrig, Adolf","Flower, Frederick, S.",1,undirected,social club,23,9
"Reinhardt, Henry","Flower, Frederick, S.",1,undirected,social club,24,9
"Reisinger, Hugo","Flower, Frederick, S.",1,undirected,social club,25,9
"Ruppert, Jacob","Flower, Frederick, S.",1,undirected,social club,26,9
"Seligman, Henry","Flower, Frederick, S.",1,undirected,social club,27,9
"Seligman, Isaac Newton","Flower, Frederick, S.",1,undirected,social club,28,9
"Shepherd, James G.","Flower, Frederick, S.",1,undirected,social club,29,9
"Stern, Louis","Flower, Frederick, S.",1,undirected,social club,30,9
"Stransky, Josef","Flower, Frederick, S.",1,undirected,social club,31,9
"Tenney, Charles Henry","Flower, Frederick, S.",1,undirected,social club,32,9
"Valentine, P.A.","Flower, Frederick, S.",1,undirected,social club,33,9
"Widener, Peter A.B.","Flower, Frederick, S.",1,undirected,social club,34,9
"Woolworth, Frank Winfield","Flower, Frederick, S.",1,undirected,social club,35,9
"Adams, Edward D.","Foos, Lamar",1,undirected,social club,36,73
"Aitken, John W.","Foos, Lamar",1,undirected,social club,37,73
"Alger, Russel Alexander","Foos, Lamar",1,undirected,social club,38,73
"Allis, Charles","Foos, Lamar",1,undirected,social club,39,73
"Ames, Frederick Lothrop","Foos, Lamar",1,undirected,social club,40,73
"Ames, Oliver","Foos, Lamar",1,undirected,social club,41,73
"Andrews, William Loring","Foos, Lamar",1,undirected,social club,42,73
"Astor, John Jacob (III)","Foos, Lamar",1,undirected,social club,43,73
"Avery, Samuel Putnam","Foos, Lamar",1,undirected,social club,44,73
"Baker, George F.","Foos, Lamar",1,undirected,social club,45,73
"Bakewell, Allen Campbell","Foos, Lamar",1,undirected,social club,46,73
"Bangs, F.N.","Foos, Lamar",1,undirected,social club,47,73
"Bishop, Heber R.","Foos, Lamar",1,undirected,social club,48,73
"Borden, Matthew Challoner Durfee","Foos, Lamar",1,undirected,social club,49,73
"Bostwick, Jabez A.","Foos, Lamar",1,undirected,social club,50,73
"Brookfield, William","Foos, Lamar",1,undirected,social club,2,73
"Burrage, Albert C.","Foos, Lamar",1,undirected,social club,3,73
"Butler, Theron R.","Foos, Lamar",1,undirected,social club,51,73
"Carstairs, Charles Stewart","Foos, Lamar",1,undirected,social club,52,73
"Carstairs, John Haseltine","Foos, Lamar",1,undirected,social club,53,73
"Clark, William (Newark)","Foos, Lamar",1,undirected,social club,54,73
"Clarke, Thomas B.","Foos, Lamar",1,undirected,social club,55,73
"Closson, James T.","Foos, Lamar",1,undirected,social club,56,73
"Clyde, William P.","Foos, Lamar",1,undirected,social club,57,73
"Cochran, Thomas","Foos, Lamar",1,undirected,social club,58,73
"Coffin, Charles Albert","Foos, Lamar",1,undirected,social club,59,73
"Connor, Washington Everett","Foos, Lamar",1,undirected,social club,6,73
"Cook, Henry H.","Foos, Lamar",1,undirected,social club,60,73
"Crocker, Charles","Foos, Lamar",1,undirected,social club,61,73
"Curtis, George N.","Foos, Lamar",1,undirected,social club,62,73
"Curtis, William John","Foos, Lamar",1,undirected,social club,63,73
"Davenport, Ira","Foos, Lamar",1,undirected,social club,64,73
"Davis, Theodore M.","Foos, Lamar",1,undirected,social club,65,73
"Dick, Harris Brisbane","Foos, Lamar",1,undirected,social club,66,73
"Dun, Robert Graham","Foos, Lamar",1,undirected,social club,67,73
"Ellsworth, James W.","Foos, Lamar",1,undirected,social club,68,73
"Fahnestock, Harris Charles","Foos, Lamar",1,undirected,social club,69,73
"Field, Marshall","Foos, Lamar",1,undirected,social club,70,73
"Fiske, Josiah M.","Foos, Lamar",1,undirected,social club,71,73
"Flagler, Henry Morrison","Foos, Lamar",1,undirected,social club,72,73
"Fletcher, Isaac D.","Foos, Lamar",1,undirected,social club,8,73
"Frick, Henry Clay (NY)","Foos, Lamar",1,undirected,social club,74,73
"Fuller, William H.","Foos, Lamar",1,undirected,social club,75,73
"Gould, Frank Jay","Foos, Lamar",1,undirected,social club,76,73
"Graham, Malcolm","Foos, Lamar",1,undirected,social club,77,73
"Gunsaulus, Dr. Frank W.","Foos, Lamar",1,undirected,social club,140,73
"Harbeck, Charles T.","Foos, Lamar",1,undirected,social club,78,73
"Harding, J. Horace","Foos, Lamar",1,undirected,social club,79,73
"Harper, Fletcher, Jr.","Foos, Lamar",1,undirected,social club,80,73
"Harper, Joseph Abner","Foos, Lamar",1,undirected,social club,81,73
"Hartley, Marcellus","Foos, Lamar",1,undirected,social club,82,73
"Hill, James N.","Foos, Lamar",1,undirected,social club,83,73
"Hine, Francis L.","Foos, Lamar",1,undirected,social club,84,73
"Hoagland, Joseph Christoffel","Foos, Lamar",1,undirected,social club,85,73
"Holmes, John Grier","Foos, Lamar",1,undirected,social club,86,73
"Horton, Henry Lawrence","Foos, Lamar",1,undirected,social club,87,73
"Hotchkiss, Horace L.","Foos, Lamar",1,undirected,social club,88,73
"Hoyt, Charles Albert","Foos, Lamar",1,undirected,social club,89,73
"Humphreys, Dr. Alexander C.","Foos, Lamar",1,undirected,social club,16,73
"Huntington, Collis P.","Foos, Lamar",1,undirected,social club,90,73
"Huntington, Henry Edwards","Foos, Lamar",1,undirected,social club,91,73
"Hyde, Clarence M.","Foos, Lamar",1,undirected,social club,92,73
"Hyde, Henry Baldwin","Foos, Lamar",1,undirected,social club,93,73
"Inglis, James Smith","Foos, Lamar",1,undirected,social club,94,73
"Ives, Brayton C.","Foos, Lamar",1,undirected,social club,95,73
"Jackson, Edwin E.","Foos, Lamar",1,undirected,social club,96,73
"Jennings, Frederick Beach","Foos, Lamar",1,undirected,social club,97,73
"King, David H., Jr.","Foos, Lamar",1,undirected,social club,98,73
"Kirby, Thomas E.","Foos, Lamar",1,undirected,social club,99,73
"Lambert, Catholina","Foos, Lamar",1,undirected,social club,17,73
"Lawrence, Cyrus I.","Foos, Lamar",1,undirected,social club,100,73
"Layton, Frederick","Foos, Lamar",1,undirected,social club,101,73
"Leighton, George E.","Foos, Lamar",1,undirected,social club,102,73
"Mather, Samuel","Foos, Lamar",1,undirected,social club,103,73
